;Website;General rating;Title;Company;Company_type;Company_sector;Country;City;Summary;Date;Job_id;Job_url
160;indeed;1;Data and Business Analyst;RANDSTAD;Large Enterprise (+5000 employees);Staffing, Professionals, Search & Selection, HR Solutions, Inhouse Services, MSP, RPO, Payroll services;SWITZERLAND;Genf;Experience in data scientist is a real plus to help as a backup in the team. Analyse and validate data with the intention of making them efficient enough to…;11 day ago;dfb0cbdbaebe2669;https://ch.indeed.com/jobs?q=Data%20Scientist&l=Geneva&radius=10&start=0&lang=en&advn=7726119630709545&vjk=dfb0cbdbaebe2669
161;indeed;1;FRONTEND REACT SOFTWARE DEVELOPER - Data management;EYETECH SOLUTIONS;Large Enterprise (+5000 employees);Physical / Logical Security, Cyber Protection, Data Fusion, Electronic Warfare / RF Jamming, Safe Cities, C4 Command and Control, HLS, Technical / Operational Training, Advanced PT, Cyber Strategy, Integrative Turn Key Projects, Consultancy, Analysis Solutions, investigation, Seguridad Publica, infraestructura , telecomunicaciones, water treatment , ilumination, penitentiary, Prisiones, Penales;LUXEMBOURG;Luxembourg;State-of-the-art technologies (Kafka, ElasticSearch), Big data will be part of your daily routine. Experience doesn't matter but your expertise (strong…;8 day ago;cd7c927f6ed4da27;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=20&lang=en&advn=6387179959879196&vjk=cd7c927f6ed4da27
162;indeed;1;Data Analyst / Data Scientist (m/f);THE RECRUITER;Small-sized Enterprise (11-50 employees);Recruitment, Executive Search, Background Check, In-house HR services, HR Consulting, Assessment, Career advise, Coaching, Personal development, Salary survey, Outplacement;LUXEMBOURG;Luxembourg;You will bring your value in setting up new data mining solutions that will match with the business requirements of the clients.;30 day ago;b246cb0972ef63ca;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=10&lang=en&vjk=b246cb0972ef63ca
163;indeed;1;Data Scientist;ALBERT CLIFF;Medium-sized Enterprise (51-250 employees);Unknown;LUXEMBOURG;Luxembourg;"Define and manage business requirements of data flow regarding data used in credit risk quantification; Implement data quality processes and reports in order to…";30 day ago;7be3adc23efb498c;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=10&lang=en&vjk=7be3adc23efb498c
164;indeed;1;Data Scientist;DAVIDSON LUXEMBOURG;Intermediate-sized Enterprise (251-5000 employees);Interior Design, Furniture, Architecture, Luxury Bespoke Furniture, Davidson London;LUXEMBOURG;Luxembourg;Implementation, development and maintenance of predictive and descriptive models. Analyze Data and write requirement to implement a Data Vault.;29 day ago;1f78703a66e1e2eb;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=1f78703a66e1e2eb
165;indeed;1;Data Scientist, Platform Service Management;INTELSAT;Intermediate-sized Enterprise (251-5000 employees);Satellite Services, Telecommunications, Media and Network Services;LUXEMBOURG;Luxembourg;Experience with large scale data lake and data warehouse implementations on cloud. Knowledge of data visualization tools.;7 day ago;b362a69fd4f6e83e;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=b362a69fd4f6e83e
166;indeed;1;Intern – Data Scientist (F/M) – UC Luxembourg;UNITED CAPS;Unknown;Unknown;LUXEMBOURG;Luxembourg;Establish SOP: good practices and correction of erroneous data. At least a first experience in data science (study project and/or previous internship).;30 day ago;8e628c7b27c3a9cb;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=0&lang=en&vjk=8e628c7b27c3a9cb
167;indeed;1;Data Scientist;AGILYTIC;Startup (1-10 employees);Customer Experience, Fraud Analytics, Churn Detection, Business Improvement, Data Analytics, Telecommunication, Retail, Advanced Modelling, Data Management, Business Reporting;BELGIUM;Brussel;You have technical expertise in data preparation, data models, data mining, and segmentation. You can expect to interact with IT/data specialists and business…;30 day ago;48bd33f5efa8e385;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=48bd33f5efa8e385
168;linkedin;1;Data Scientist / Data analist;ORA TRADERS;Small-sized Enterprise (11-50 employees);Equity Options Market Makers;NETHERLANDS;Amsterdam;;5 day ago;2744427896;https://nl.linkedin.com/jobs/view/data-scientist-data-analist-at-ora-traders-2744427896?refId=NHGJlb2w9N1KAHexR1UDdA%3D%3D&trackingId=iEmFwYxH4s6tanwFAlZeQQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
169;indeed;1;Data Scientist;OPTIVER;Intermediate-sized Enterprise (251-5000 employees);Market Making, Business Operations, Tech, Trading;NETHERLANDS;Amsterdam;With trading teams focusing on a broad range of financial products, we have access to large amounts of in-house and external data.;30 day ago;788e78fdf70c753e;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=788e78fdf70c753e
170;indeed;1;Data Analyst;TIQETS;Large Enterprise (+5000 employees);Entertainment, Travel, API, Tickets, Theater, Museums, Concerts, Tours, Musicals, Transfers, Mobile entrance, Amsterdam, Ballet, Canal cruise, Amusement parks;NETHERLANDS;Amsterdam;Build dashboards, reports and visualizations to allow others at the company to be able to ask the right data questions.;30 day ago;9dc4393e951b203d;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=9dc4393e951b203d
171;indeed;1;Data Scientist - Amsterdam;DATAIKU;Intermediate-sized Enterprise (251-5000 employees);Data Science, Machine Learning, Data Science Platform, Collaborative Data Science, End-to-End Data Science Platform, Enterprise AI, Big Data, AutoML, Data Prep, Responsible AI, Transparent AI, Scalable AI, Data Democratization;NETHERLANDS;Amsterdam;Understanding of relational data structures and SQL. Our ideal candidate is comfortable learning new languages, technologies, and modeling techniques while…;30 day ago;3362494c05442874;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=3362494c05442874
172;indeed;1;PK/ PD Data Programmer (Remote);CERTARA;Large Enterprise (+5000 employees);model-based drug discovery and development, scientific informatics, PK/PD modeling and simulation, PBPK modeling and simulation, trial design, drug development, regulatory writing, quantitative systems pharmacology, clinical pharmacology, quantitative systems toxicology, transparency and disclosure, model-based meta-analysis, regulatory strategy, regulatory publishing, market access, health economics and outcomes research, real world evidence solutions;NETHERLANDS;Amsterdam Westpoort•Thuiswerken;You interact directly with the client on topics around data transfers, dataset specifications and data queries. Familiar in working with CDISC data formats.;30 day ago;d386ba22e77cd179;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=d386ba22e77cd179
173;indeed;1;Data Management Analyst – Data Quality Expert;ING;Large Enterprise (+5000 employees);Banking, Personal Banking, Wholesale Banking, FinTech, Retail Banking, Online Banking, Private banking, Mobile banking, Mobile payments, Innovation, agile, blockchain, Sustainability;BELGIUM;Brussel;We realize a well governed data lake that ensures data availability, common understanding of business terms, data quality is measured & issues are remediated,…;30 day ago;5e40ee8c05d6e56f;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=5e40ee8c05d6e56f
174;indeed;1;Data Scientist;CARNEXT.COM;Unknown;Unknown;NETHERLANDS;Amsterdam;Lead a data science project. Advanced statistics knowledge, and applied Machine learning knowledge for structured data. Solid programming skills in Python, SQL.;21 day ago;7f6f171c812de316;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=7f6f171c812de316
175;indeed;1;Data Scientist;BUNQ;Unknown;Unknown;NETHERLANDS;Amsterdam Westpoort;Deliver 100% reliable data, always on time. Provide bunqers with real time insights into their respective data pools.;30 day ago;104347e999b4d65a;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=10&lang=en&vjk=104347e999b4d65a
176;indeed;1;Data Scientist;ROAMLER;Medium-sized Enterprise (51-250 employees);Information Technology, Crowd-sourced solutions, Crowdsourcing, Mobile Applications, Field Marketing, Home installations, Market research;NETHERLANDS;Amsterdam;"Strong knowledge of python and the python data science stack; Excellent understanding of data cleaning, feature engineering , and ETL processes in general;";30 day ago;ffff1a168ec0b79e;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=ffff1a168ec0b79e
177;indeed;1;(Sr.) Data Scientist;ORDERCHAMP;Small-sized Enterprise (11-50 employees);software, Saas, b2b, ecommerce, home and living, marketplace, fintech;NETHERLANDS;Amsterdam;"Assess the effectiveness and accuracy of new data sources and data gathering techniques; Support initiatives for data integrity and normalization;";30 day ago;0e323d98d08fc1d5;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=0e323d98d08fc1d5
178;indeed;1;Data Scientist / Data analist;ORA TRADERS;Small-sized Enterprise (11-50 employees);Equity Options Market Makers;NETHERLANDS;Amsterdam;You collect and verify data to process it to information for further analysis and develop data models. Capital markets typically generate large volumes of data …;4 day ago;98db52d3cc17d287;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=98db52d3cc17d287
179;indeed;1;Data Scientist;AURELIUS LIFE;Small-sized Enterprise (11-50 employees);Unknown;NETHERLANDS;Amsterdam;Ability to work with and create data architectures. Experience with data visualization and business intelligence tools. Knowledge of R, SQL or Python.;11 day ago;19b60f6e940ca9e9;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=0&lang=en&vjk=19b60f6e940ca9e9
180;indeed;1;Data Analyst;ADYEN;Large Enterprise (+5000 employees);online payment service, online payment system, online payment processing, payment service provider, online payment solution, online payment gateway, merchant services, mobile payments, Point-of-Sale payments, global acquiring, risk management, ecommerce, card terminals, card payments, compliance, Checkout;NETHERLANDS;Amsterdam;Collaborate with engineers, data scientists and product managers to test, iterate, and measure impact of proposed solutions.;30 day ago;f296cbaedd54cc6f;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=f296cbaedd54cc6f
181;indeed;1;Data Product Owner, Customer Experience- Netherlands Remote;VISTAPRINT;Large Enterprise (+5000 employees);Small business marketing, Technology, Marketing, Microbusinesses, Software Engineering, Architecture, Finance, Manufacturing;NETHERLANDS;Amsterdam Centrum•Thuiswerken;Work with agile product teams of analysts, data scientists, and data engineers. Develop and maintain Vistaprint’s first company-wide customer experience (CX)…;2 day ago;f81081be85ab5fe2;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=40&lang=en&vjk=f81081be85ab5fe2
182;indeed;1;Data Scientist;NEXT VENTURES LIMITED;Medium-sized Enterprise (51-250 employees);SAP Recruitment Specialists, Digital, Infrastructure and Cloud Recruitment Specialists, Oracle E-Business Recruitment Specialists, eCommerce and Business Analytics Recruitment Specialists, Business Applications Recruitment, Cloud and Infrastucture , Automotive Technology Recruitment;NETHERLANDS;Amsterdam;5 years of experience within data science and/or machine learning. Living and working in the Netherlands and experience in working at end users preferably…;26 day ago;a45f4f8dd47cec64;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=40&lang=en&vjk=a45f4f8dd47cec64
183;indeed;1;Account Executive Data and AI;IBM;Large Enterprise (+5000 employees);Cloud, Mobile, Cognitive, Security, Research, Watson, Analytics, Consulting, Commerce, Experience Design, Internet of Things, Technology support, Industry solutions, Systems services, Resiliency services, Financing, IT infrastructure;NETHERLANDS;Amsterdam;Allow our clients to empower their organisations with data, by providing their business users, analysts and data scientists the tools and capabilities to…;30 day ago;db3cb852c87ebcc6;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=40&lang=en&vjk=db3cb852c87ebcc6
184;linkedin;1;Data Scientist;LEMONADS;Startup (1-10 employees);Social Media;LUXEMBOURG;Luxembourg;;4 day ago;2740411611;https://lu.linkedin.com/jobs/view/data-scientist-at-lemonads-2740411611?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=%2FAFiXTSXFoWPbHcSAeuLrw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
185;linkedin;1;Data scientist (h/f);FOYER;Startup (1-10 employees);level records label-nights;LUXEMBOURG;Leudelange;;14 day ago;2733495206;
186;linkedin;1;Data Scientist (Stage de fin d'etude);LEMONADS;Startup (1-10 employees);Social Media;LUXEMBOURG;Luxembourg;;6 day ago;2735184830;https://lu.linkedin.com/jobs/view/data-scientist-stage-de-fin-d-etude-at-lemonads-2735184830?refId=B83nYIh4Dchq7P9xa2BYpA%3D%3D&trackingId=zhu26tGC45CcOtSGks2SFA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
187;indeed;1;Data & Analytics Team Lead;DECATHLON;Large Enterprise (+5000 employees);Sports, Vente, Conception;NETHERLANDS;Amsterdam;Lead and develop the data team (data scientists, data engineer, data analyst, web analyst, app analyst and Product Owner). Participate in bigger data projects.;12 day ago;652a0fc168960bce;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=20&lang=en&vjk=652a0fc168960bce
188;indeed;0;Data Modeler;FRESHBOOKS;Intermediate-sized Enterprise (251-5000 employees);SaaS, web application, accounting, small business, invoicing, time tracking, expenses, freelance, service professionals, billing, bookkeeping;NETHERLANDS;Amsterdam;Collaborate with data engineers, data analysts, data scientists, and product teams working on data and analytics features for our stakeholders.;25 day ago;c9e6d77bfe59a0fd;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=c9e6d77bfe59a0fd
189;indeed;0;Data / Business Analyst;SPRINGPROFESSIONAL;Unknown;Unknown;LUXEMBOURG;Luxembourg;Drive the collection of new data and the refinement of existing data sources. Experience writing advanced SQL, data modeling, data mining (SQL, ETL, data…;14 day ago;f2f4c6d39208c8a1;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=30&lang=en&vjk=f2f4c6d39208c8a1
190;indeed;0;Ethics and legal researchers in the area of biomedical data...;UNIVERSITÉ DU LUXEMBOURG;Unknown;Unknown;LUXEMBOURG;Luxembourg;ELIXIR-Luxembourg is a key player in aspects of data protection and ethics for data driven biomedical research. Work Hours: Full Time 40.0 Hours per Week.;30 day ago;948e14e5be099c4c;https://lu.indeed.com/jobs?q=Data%20Scientist&l=Luxembourg&radius=10&start=20&lang=en&vjk=948e14e5be099c4c
191;indeed;0;Data Analyst - Insurance;SPARAGUS;Startup (1-10 employees);Contract Recruitment, Permanent and Temp to Permanent Contract, Onsite Recruitment;BELGIUM;Brussel;Key player in the cooperation between IT and the Business stakeholders, you combine strong skills of Analyse and Project Management with a good knowledge of the…;30 day ago;ed1b2fb8536e3670;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=ed1b2fb8536e3670
192;indeed;0;Data Analyst;RIDEDOTT;Unknown;Unknown;NETHERLANDS;Amsterdam;Analytics Engineering: Collaborate with data engineering to bring analytical data models into production. Experience working with Payments data is a big plus.;30 day ago;466549f049a06d20;https://nl.indeed.com/jobs?q=Data%20Scientist&l=Amsterdam&radius=10&start=30&lang=en&vjk=466549f049a06d20
193;indeed;0;Data Management Business Analyst (f/m);AXPO;Unknown;Unknown;BELGIUM;Brussel;Profound understanding in data management and processing. You are responsible for establishing contact with the local data providers and system operators to…;30 day ago;38b3d428591a29bd;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=30&lang=en&vjk=38b3d428591a29bd
194;indeed;0;IT Patient Data & Analytics Lead;UCB S.A.;Unknown;Unknown;BELGIUM;Anderlecht;Partnering with stakeholders in various business units and locations to ensure execution of the Digital initiatives as it relates to data processing, data…;30 day ago;ceab47a4db9e7583;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=30&lang=en&vjk=ceab47a4db9e7583
195;indeed;0;IT Project Analyst Data;SPARAGUS;Small-sized Enterprise (11-50 employees);Contract Recruitment, Permanent and Temp to Permanent Contract, Onsite Recruitment;BELGIUM;Brussel;Key player in the cooperation between IT and the Business stakeholders, you combine strong skills of Analyse and Project Management with a good knowledge of the…;30 day ago;e773310030bba189;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=e773310030bba189
196;indeed;0;Data Analyst;ALTARES;Unknown;Unknown;BELGIUM;Brussel;You unlock timely, relevant and reliable data for a wide range of business stakeholders. You have a bachelor's or master’s degree in computer science, economics…;30 day ago;78357827b7350a15;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=30&lang=en&vjk=78357827b7350a15
197;indeed;0;Data Analyst / Data Architect;LACO INFORMATION SERVICES;Medium-sized Enterprise (51-250 employees);Business Intelligence, Managed Services, SAS, Microsoft, Data Intelligence, Data Strategy, Data Platform, Data Governance, Data Architecture, Analytics, Data Intelligence in the Cloud, Analytics in the Cloud, Microsoft BI, Data Management, Data Quality, Data Visualization;BELGIUM;Diegem;You have a deep understanding of the business, which allows you to determine business requirements, define key performance indicators, develop a data warehouse…;30 day ago;398ec3598245f9f3;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=398ec3598245f9f3
198;indeed;0;Data / BI Analyst;SPARAGUS;Startup (1-10 employees);Contract Recruitment, Permanent and Temp to Permanent Contract, Onsite Recruitment;BELGIUM;Brussel;The client is a rapidly growing data farm for pharmaceutical data in Belgium managing end-to-end data lifecycle from ingestion through data science/machine…;30 day ago;328c41de67dc4011;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=30&lang=en&vjk=328c41de67dc4011
199;indeed;0;Data Modeler/Functional Analyst;SPARAGUS;Startup (1-10 employees);Contract Recruitment, Permanent and Temp to Permanent Contract, Onsite Recruitment;BELGIUM;Brussel;Experience with data mapping and the design of ETL jobs. Data Modeler role: Defining the Business Matrix and designing the conceptual & physical data models …;30 day ago;ea9d94eec237786f;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=ea9d94eec237786f
200;indeed;0;Data Analyst / Expert SEA&SEO;DIGITAG;Unknown;Unknown;BELGIUM;Brussel•Thuiswerken;Knowledge of data in a digital marketing field & knowledge of Google analytics. From advertising to communication, from marketing to data visualization, DIGITAL…;30 day ago;b435619b92f036bc;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=30&lang=en&vjk=b435619b92f036bc
201;linkedin;0;Data Analyst;CHINA MERCHANTS BANK CO., LTD., LUXEMBOURG BRANCH;Unknown;Unknown;LUXEMBOURG;Luxembourg;;60 day ago;2522531944;
202;indeed;0;Data Analyst;SPARAGUS;Small-sized Enterprise (11-50 employees);Contract Recruitment, Permanent and Temp to Permanent Contract, Onsite Recruitment;BELGIUM;Brussel;We are looking for a data administrator and data analyst to help us setting up an efficient Data Warehouse. § Relational data models (logical & technical) Power…;30 day ago;18921010499c8836;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=18921010499c8836
203;indeed;0;Analyst-Developer Data BI – ETL (M/F/X;3D-ICT;Medium-sized Enterprise (51-250 employees);Unknown;BELGIUM;Brussel;The setup of a big data environment in support of the data scientists and a data lake to. The set up of a data platform to support the need of a governed and…;1 day ago;5b6f4ae1072c731c;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=5b6f4ae1072c731c
204;indeed;0;Data Analyst;TCR GROUP;Small-sized Enterprise (11-50 employees);Taxivervoer, Groepsvervoer, Evenementenvervoer, Zakelijk vervoer, Luchthavenvervoer, Openbaar vervoer, Zorgvervoer, Scholierenvervoer, Speciaal vervoer, Schoolreizen;BELGIUM;Zaventem;Master Data Management: after Go-Live provide first line support for master data creation, ensure data accuracy and avoid creation of duplicates by analysing…;21 day ago;b115807816ad857e;https://be.indeed.com/jobs?q=Data%20Scientist&l=Brussels&radius=10&start=40&lang=en&vjk=b115807816ad857e
